x,y,z,vx,vy,vz,ax,ay,az,v_mag,a_mag
2.414106,0.7808689,1.84787,0.966378,0.6262687,1.085185,-0.01394059,-0.1040486,0.01051701,1.582317,0.1055039
2.433445,0.7934625,1.869714,0.9665875,0.628801,1.087059,-0.01507305,-0.0998706,0.01796078,1.584733,0.1025862
2.452771,0.806085,1.891589,0.9667213,0.6304395,1.088865,-0.01265594,-0.1016583,0.01340128,1.586705,0.1033159
2.472085,0.8187366,1.913491,0.9667985,0.6320785,1.090621,-0.01025403,-0.1034286,0.008888716,1.588609,0.104315
2.491384,0.8314173,1.935422,0.9668369,0.6337179,1.092337,-0.00786598,-0.1051816,0.004429774,1.590463,0.1055683
2.510669,0.8441271,1.95738,0.9668543,0.6353575,1.094022,-0.00549316,-0.1069177,1.852593E-05,1.592285,0.1070587
2.529941,0.8568661,1.979366,0.9668679,0.6369973,1.095685,-0.003134686,-0.1086369,-0.004343131,1.594091,0.1087688
2.549215,0.8696433,2.001388,0.9668952,0.6388572,1.097338,-0.004671038,-0.1073217,-0.003897533,1.595987,0.107494
2.568491,0.8824587,2.023446,0.9669344,0.6407172,1.098972,-0.006193375,-0.1060194,-0.003458781,1.59788,0.1062564
2.58777,0.8953124,2.04554,0.9669839,0.6425774,1.100582,-0.007699751,-0.1047301,-0.003028869,1.599764,0.1050564
2.607052,0.9082042,2.06767,0.967042,0.6444378,1.102161,-0.00919201,-0.1034534,-0.002605524,1.601633,0.1038936
2.626337,0.9211344,2.089834,0.9671072,0.6462986,1.103704,-0.01067255,-0.1021894,-0.002189497,1.603484,0.1027685
2.64563,0.9341004,2.112024,0.967178,0.6480662,1.105204,-0.009719615,-0.1004458,2.869524E-05,1.605272,0.1009149
2.664933,0.9471027,2.13424,0.9672456,0.649834,1.106666,-0.008783541,-0.09871916,0.002224472,1.607034,0.0991341
2.684244,0.9601411,2.15648,0.9673016,0.6516021,1.108093,-0.007859495,-0.0970092,0.00439861,1.608766,0.09742641
2.703563,0.9732157,2.178744,0.9673374,0.6533705,1.109489,-0.006950104,-0.09531594,0.006553508,1.610466,0.09579343
2.722889,0.9863263,2.201033,0.9673447,0.6551391,1.110858,-0.006052343,-0.09363927,0.008690411,1.612132,0.09423623
2.742205,0.9994626,2.223346,0.9673151,0.6565148,1.1122,-0.00562412,-0.09419873,0.005612073,1.613598,0.09453321
2.76151,1.012625,2.245686,0.9672608,0.6578906,1.11352,-0.005193093,-0.09475283,0.002566414,1.615035,0.09492972
2.780804,1.025812,2.268049,0.9671938,0.6592666,1.114819,-0.004762535,-0.09530156,-0.0004467889,1.616452,0.09542153
2.800088,1.039025,2.290438,0.9671262,0.6606427,1.116099,-0.00432878,-0.09584519,-0.003429183,1.617856,0.09600416
2.81936,1.052264,2.31285,0.9670697,0.6620189,1.117362,-0.003893677,-0.09638365,-0.006380748,1.619256,0.09667306
2.838641,1.065536,2.335289,0.9670359,0.6635977,1.11861,-0.004540123,-0.09425029,-0.004041107,1.620744,0.09444607
2.857929,1.078841,2.357752,0.9670157,0.6651766,1.119841,-0.005184337,-0.092138,-0.001725329,1.622228,0.09229986
2.877224,1.09218,2.380241,0.9670002,0.6667557,1.121051,-0.005826511,-0.09004661,0.000567101,1.623702,0.09023669
2.896527,1.105551,2.402754,0.9669802,0.668335,1.122238,-0.006467363,-0.08797594,0.00283611,1.625159,0.08825891
2.915837,1.118956,2.425291,0.966947,0.6699144,1.1234,-0.007107961,-0.08592565,0.005081303,1.626591,0.08636874
2.935143,1.132385,2.447847,0.9668918,0.6711828,1.124531,-0.006178557,-0.08559767,0.004168902,1.627863,0.08592157
2.954446,1.145839,2.470423,0.9668182,0.6724513,1.125638,-0.005255717,-0.08527291,0.003264003,1.629107,0.08549704
2.973743,1.159317,2.493017,0.9667299,0.6737199,1.126724,-0.004342931,-0.0849515,0.002373817,1.630329,0.08509555
2.993037,1.172819,2.51563,0.9666303,0.6749886,1.127793,-0.003437837,-0.08463312,0.001494138,1.631533,0.08471609
3.012325,1.186346,2.538261,0.9665231,0.6762574,1.128848,-0.002539053,-0.08431807,0.0006236735,1.632724,0.0843586
3.03161,1.199897,2.560913,0.9664116,0.6774997,1.129893,-0.002925612,-0.08350918,0.0002521618,1.633896,0.08356079
3.050892,1.213474,2.583587,0.9662974,0.678742,1.130926,-0.003304854,-0.08270819,-0.0001155026,1.635058,0.08277427
3.070171,1.227075,2.606281,0.9661819,0.6799844,1.131945,-0.003682833,-0.08191541,-0.0004787824,1.636211,0.08199956
3.089447,1.240701,2.628997,0.9660667,0.6812268,1.13295,-0.004056156,-0.08113059,-0.0008411803,1.637355,0.08123627
3.108721,1.254352,2.651733,0.9659532,0.6824694,1.133939,-0.004423204,-0.08035354,-0.001200758,1.638489,0.08048414
3.127995,1.268029,2.674487,0.9658429,0.6836985,1.13491,-0.004307092,-0.07903583,-0.0001645688,1.639609,0.07915327
